dohlcva Date,Open,High,Low,Close,Volume,Adj Close
2005-01-26,101.120003,101.120003,101.120003,101.120003,000,47.543995
2005-01-25,100.639999,100.639999,100.639999,100.639999,000,47.31831
2005-01-24,100.110001,100.110001,100.110001,100.110001,000,47.069118
2005-01-21,100.470001,100.470001,100.470001,100.470001,000,47.238381
2005-01-20,101.110001,101.110001,101.110001,101.110001,000,47.539292
2005-01-19,101.849998,101.849998,101.849998,101.849998,000,47.88722
2005-01-18,102.900002,102.900002,102.900002,102.900002,000,48.380904
2005-01-14,101.980003,101.980003,101.980003,101.980003,000,47.948345
2005-01-13,101.32,101.32,101.32,101.32,000,47.638028
2005-01-12,102.220001,102.220001,102.220001,102.220001,000,48.061185
2005-01-11,101.739998,101.739998,101.739998,101.739998,000,47.8355
2005-01-10,102.360001,102.360001,102.360001,102.360001,000,48.127009
2005-01-07,101.989998,101.989998,101.989998,101.989998,000,47.953044
2005-01-06,102.129997,102.129997,102.129997,102.129997,000,48.018868
2005-01-05,101.669998,101.669998,101.669998,101.669998,000,47.802588
2005-01-04,101.919998,101.919998,101.919998,101.919998,000,47.920132
2005-01-03,103.059998,103.059998,103.059998,103.059998,000,48.45613
2004-12-31,103.790001,103.790001,103.790001,103.790001,000,48.799358
2004-12-30,103.93,103.93,103.93,103.93,000,48.865182
2004-12-29,103.900002,103.900002,103.900002,103.900002,000,48.851078
2004-12-28,103.910004,103.910004,103.910004,103.910004,000,48.85578
2004-12-27,103.239998,103.239998,103.239998,103.239998,000,48.540761
2004-12-23,103.650002,103.650002,103.650002,103.650002,000,48.733534
2004-12-22,103.57,103.57,103.57,103.57,000,48.695919
2004-12-21,103.169998,103.169998,103.169998,103.169998,000,48.507849
2004-12-20,102.25,102.25,102.25,102.25,000,48.07529
2004-12-17,102.269997,102.269997,102.269997,102.269997,000,48.084692
2004-12-16,103.019997,103.019997,103.019997,103.019997,000,48.437322
2004-12-15,103.290001,103.290001,103.290001,103.290001,000,48.564271
2004-12-14,103.019997,103.019997,103.019997,103.019997,000,48.437322
2004-12-13,102.669998,102.669998,102.669998,102.669998,000,48.272762
2004-12-10,101.900002,101.900002,101.900002,101.900002,000,47.91073
2004-12-09,102.120003,102.120003,102.120003,102.120003,000,48.014169
2004-12-08,101.589996,101.589996,101.589996,101.589996,000,47.764973
2004-12-07,101.029999,101.029999,101.029999,101.029999,000,47.501677
2004-12-06,102.160004,102.160004,102.160004,102.160004,000,48.032976
2004-12-03,102.25,102.25,102.25,102.25,000,48.07529
2004-12-02,103.209999,103.209999,103.209999,103.209999,000,48.042378
2004-12-01,103.239998,103.239998,103.239998,103.239998,000,48.056342
2004-11-30,101.669998,101.669998,101.669998,101.669998,000,47.325536
2004-11-29,102.150002,102.150002,102.150002,102.150002,000,47.548968
2004-11-26,102.540001,102.540001,102.540001,102.540001,000,47.730506
2004-11-24,102.470001,102.470001,102.470001,102.470001,000,47.697922
2004-11-23,102.080002,102.080002,102.080002,102.080002,000,47.516385
2004-11-22,102.040001,102.040001,102.040001,102.040001,000,47.497765
2004-11-19,101.550003,101.550003,101.550003,101.550003,000,47.26968
2004-11-18,102.709999,102.709999,102.709999,102.709999,000,47.809637
2004-11-17,102.589996,102.589996,102.589996,102.589996,000,47.753778
2004-11-16,101.970001,101.970001,101.970001,101.970001,000,47.465182
2004-11-15,102.730003,102.730003,102.730003,102.730003,000,47.818949
2004-11-12,102.779999,102.779999,102.779999,102.779999,000,47.842221
2004-11-11,101.75,101.75,101.75,101.75,000,47.362775
2004-11-10,100.879997,100.879997,100.879997,100.879997,000,46.957804
2004-11-09,101.019997,101.019997,101.019997,101.019997,000,47.022972
2004-11-08,101.110001,101.110001,101.110001,101.110001,000,47.064867
2004-11-05,101.410004,101.410004,101.410004,101.410004,000,47.204513
2004-11-04,101.080002,101.080002,101.080002,101.080002,000,47.050903
2004-11-03,99.589996,99.589996,99.589996,99.589996,000,46.357333
2004-11-02,98.620003,98.620003,98.620003,98.620003,000,45.905818
2004-11-01,98.470001,98.470001,98.470001,98.470001,000,45.835995
2004-10-29,98.410004,98.410004,98.410004,98.410004,000,45.808067
2004-10-28,98.18,98.18,98.18,98.18,000,45.701005
2004-10-27,97.919998,97.919998,97.919998,97.919998,000,45.579979
2004-10-26,96.620003,96.620003,96.620003,96.620003,000,44.974855
2004-10-25,95.099998,95.099998,95.099998,95.099998,000,44.26732
2004-10-22,95.339996,95.339996,95.339996,95.339996,000,44.379035
2004-10-21,96.519997,96.519997,96.519997,96.519997,000,44.928303
2004-10-20,96.230003,96.230003,96.230003,96.230003,000,44.793317
2004-10-19,96.25,96.25,96.25,96.25,000,44.802625
2004-10-18,97.110001,97.110001,97.110001,97.110001,000,45.20294
2004-10-15,96.519997,96.519997,96.519997,96.519997,000,44.928303
2004-10-14,96.129997,96.129997,96.129997,96.129997,000,44.746766
2004-10-13,97.190002,97.190002,97.190002,97.190002,000,45.240179
2004-10-12,97.830002,97.830002,97.830002,97.830002,000,45.538087
2004-10-11,98.059998,98.059998,98.059998,98.059998,000,45.645146
2004-10-08,97.830002,97.830002,97.830002,97.830002,000,45.538087
2004-10-07,98.550003,98.550003,98.550003,98.550003,000,45.873235
2004-10-06,99.480003,99.480003,99.480003,99.480003,000,46.306133
2004-10-05,98.769997,98.769997,98.769997,98.769997,000,45.975638
2004-10-04,98.889999,98.889999,98.889999,98.889999,000,46.031497
2004-10-01,98.470001,98.470001,98.470001,98.470001,000,45.835995
2004-09-30,96.910004,96.910004,96.910004,96.910004,000,45.109845
2004-09-29,96.650002,96.650002,96.650002,96.650002,000,44.988818
2004-09-28,96.650002,96.650002,96.650002,96.650002,000,44.988818
2004-09-27,96.110001,96.110001,96.110001,96.110001,000,44.737458
2004-09-24,96.760002,96.760002,96.760002,96.760002,000,45.040022
2004-09-23,96.620003,96.620003,96.620003,96.620003,000,44.974855
2004-09-22,96.980003,96.980003,96.980003,96.980003,000,45.142428
2004-09-21,98.480003,98.480003,98.480003,98.480003,000,45.840651
2004-09-20,97.830002,97.830002,97.830002,97.830002,000,45.538087
2004-09-17,98.410004,98.410004,98.410004,98.410004,000,45.808067
2004-09-16,97.980003,97.980003,97.980003,97.980003,000,45.60791
2004-09-15,97.690002,97.690002,97.690002,97.690002,000,45.47292
2004-09-14,98.480003,98.480003,98.480003,98.480003,000,45.840651
2004-09-13,98.160004,98.160004,98.160004,98.160004,000,45.691697
2004-09-10,98.040001,98.040001,98.040001,98.040001,000,45.635838
2004-09-09,97.480003,97.480003,97.480003,97.480003,000,45.375169
2004-09-08,97.269997,97.269997,97.269997,97.269997,000,45.277415
2004-09-07,97.57,97.57,97.57,97.57,000,45.417061
2004-09-03,96.949997,96.949997,96.949997,96.949997,000,45.128461
2004-09-02,97.379997,97.379997,97.379997,97.379997,000,45.328618
2004-09-01,96.230003,96.230003,96.230003,96.230003,000,44.793317
2004-08-31,96.010002,96.010002,96.010002,96.010002,000,44.69091
2004-08-30,95.690002,95.690002,95.690002,95.690002,000,44.541956
2004-08-27,96.550003,96.550003,96.550003,96.550003,000,44.942271
2004-08-26,96.279999,96.279999,96.279999,96.279999,000,44.816589
2004-08-25,96.230003,96.230003,96.230003,96.230003,000,44.793317
2004-08-24,95.449997,95.449997,95.449997,95.449997,000,44.430238
2004-08-23,95.449997,95.449997,95.449997,95.449997,000,44.430238
2004-08-20,95.769997,95.769997,95.769997,95.769997,000,44.579192
2004-08-19,95.040001,95.040001,95.040001,95.040001,000,44.239392
2004-08-18,95.300003,95.300003,95.300003,95.300003,000,44.360419
2004-08-17,94.059998,94.059998,94.059998,94.059998,000,43.783219
2004-08-16,93.790001,93.790001,93.790001,93.790001,000,43.65754
2004-08-13,92.379997,92.379997,92.379997,92.379997,000,43.001209
2004-08-12,92.169998,92.169998,92.169998,92.169998,000,42.903458
2004-08-11,93.349998,93.349998,93.349998,93.349998,000,43.452727
2004-08-10,93.709999,93.709999,93.709999,93.709999,000,43.620301
2004-08-09,92.559998,92.559998,92.559998,92.559998,000,43.084996
2004-08-06,92.440002,92.440002,92.440002,92.440002,000,43.02914
2004-08-05,93.959999,93.959999,93.959999,93.959999,000,43.736671
2004-08-04,95.470001,95.470001,95.470001,95.470001,000,44.43955
2004-08-03,95.709999,95.709999,95.709999,95.709999,000,44.551264
2004-08-02,96.190002,96.190002,96.190002,96.190002,000,44.774697
2004-07-30,95.779999,95.779999,95.779999,95.779999,000,44.583848
2004-07-29,95.669998,95.669998,95.669998,95.669998,000,44.532645
2004-07-28,95.209999,95.209999,95.209999,95.209999,000,44.318523
2004-07-27,95.190002,95.190002,95.190002,95.190002,000,44.309215
2004-07-26,94.220001,94.220001,94.220001,94.220001,000,43.857697
2004-07-23,94.480003,94.480003,94.480003,94.480003,000,43.978724
2004-07-22,95.400002,95.400002,95.400002,95.400002,000,44.406966
2004-07-21,94.919998,94.919998,94.919998,94.919998,000,44.183533
2004-07-20,96.290001,96.290001,96.290001,96.290001,000,44.821245
2004-07-19,95.559998,95.559998,95.559998,95.559998,000,44.481441
2004-07-16,95.75,95.75,95.75,95.75,000,44.569884
2004-07-15,96.25,96.25,96.25,96.25,000,44.802625
2004-07-14,96.790001,96.790001,96.790001,96.790001,000,45.053986
2004-07-13,97.07,97.07,97.07,97.07,000,45.18432
2004-07-12,96.93,96.93,96.93,96.93,000,45.119153
2004-07-09,96.860001,96.860001,96.860001,96.860001,000,45.086569
2004-07-08,96.540001,96.540001,96.540001,96.540001,000,44.937615
2004-07-07,97.470001,97.470001,97.470001,97.470001,000,45.370513
2004-07-06,97.290001,97.290001,97.290001,97.290001,000,45.286726
2004-07-02,98.18,98.18,98.18,98.18,000,45.701005
2004-07-01,98.480003,98.480003,98.480003,98.480003,000,45.840651
2004-06-30,99.68,99.68,99.68,99.68,000,46.399228
2004-06-29,99.220001,99.220001,99.220001,99.220001,000,46.185107
2004-06-28,99.010002,99.010002,99.010002,99.010002,000,46.087356
2004-06-25,99.089996,99.089996,99.089996,99.089996,000,46.124592
2004-06-24,99.720001,99.720001,99.720001,99.720001,000,46.417847
2004-06-23,99.959999,99.959999,99.959999,99.959999,000,46.529562
2004-06-22,99.139999,99.139999,99.139999,99.139999,000,46.147867
2004-06-21,98.849998,98.849998,98.849998,98.849998,000,46.012877
2004-06-18,99.400002,99.400002,99.400002,99.400002,000,46.268893
2004-06-17,99.169998,99.169998,99.169998,99.169998,000,46.161831
2004-06-16,99.300003,99.300003,99.300003,99.300003,000,46.222346
2004-06-15,99.110001,99.110001,99.110001,99.110001,000,46.133903
2004-06-14,98.589996,98.589996,98.589996,98.589996,000,45.891851
2004-06-10,99.559998,99.559998,99.559998,99.559998,000,46.343369
2004-06-09,99.080002,99.080002,99.080002,99.080002,000,46.119939
2004-06-08,100.120003,100.120003,100.120003,100.120003,000,46.604041
2004-06-07,100.059998,100.059998,100.059998,100.059998,000,46.57611
2004-06-04,98.449997,98.449997,98.449997,98.449997,000,45.826684
2004-06-03,97.970001,97.970001,97.970001,97.970001,000,45.603254
2004-06-02,98.730003,98.730003,98.730003,98.730003,000,45.957021
2004-06-01,98.379997,98.379997,98.379997,98.379997,000,45.7941
2004-05-28,98.25,98.25,98.25,98.25,000,45.733589
2004-05-27,98.379997,98.379997,98.379997,98.379997,000,45.7941
2004-05-26,97.879997,97.879997,97.879997,97.879997,000,45.561359
2004-05-25,97.879997,97.879997,97.879997,97.879997,000,45.561359
2004-05-24,96.279999,96.279999,96.279999,96.279999,000,44.816589
2004-05-21,96.050003,96.050003,96.050003,96.050003,000,44.70953
2004-05-20,95.790001,95.790001,95.790001,95.790001,000,44.588504
2004-05-19,95.699997,95.699997,95.699997,95.699997,000,44.546609
2004-05-18,95.870003,95.870003,95.870003,95.870003,000,44.625743
2004-05-17,95.199997,95.199997,95.199997,95.199997,000,44.313868
2004-05-14,96.279999,96.279999,96.279999,96.279999,000,44.816589
2004-05-13,96.459999,96.459999,96.459999,96.459999,000,44.900376
2004-05-12,96.599998,96.599998,96.599998,96.599998,000,44.965543
2004-05-11,96.290001,96.290001,96.290001,96.290001,000,44.821245
2004-05-10,95.349998,95.349998,95.349998,95.349998,000,44.383691
2004-05-07,96.480003,96.480003,96.480003,96.480003,000,44.909687
2004-05-06,98.029999,98.029999,98.029999,98.029999,000,45.533431
2004-05-05,98.800003,98.800003,98.800003,98.800003,000,45.891086
2004-05-04,98.610001,98.610001,98.610001,98.610001,000,45.802833
2004-05-03,98.389999,98.389999,98.389999,98.389999,000,45.700646
2004-04-30,97.440002,97.440002,97.440002,97.440002,000,45.259387
2004-04-29,98.080002,98.080002,98.080002,98.080002,000,45.556656
2004-04-28,98.830002,98.830002,98.830002,98.830002,000,45.90502
2004-04-27,100.269997,100.269997,100.269997,100.269997,000,46.573875
2004-04-26,100.019997,100.019997,100.019997,100.019997,000,46.457754
2004-04-23,100.419998,100.419998,100.419998,100.419998,000,46.643549
2004-04-22,100.489998,100.489998,100.489998,100.489998,000,46.676063
2004-04-21,99.239998,99.239998,99.239998,99.239998,000,46.095457
2004-04-20,98.690002,98.690002,98.690002,98.690002,000,45.839992
2004-04-19,100.360001,100.360001,100.360001,100.360001,000,46.615681
2004-04-16,100.139999,100.139999,100.139999,100.139999,000,46.513494
2004-04-15,99.559998,99.559998,99.559998,99.559998,000,46.244092
2004-04-14,99.550003,99.550003,99.550003,99.550003,000,46.23945
2004-04-13,99.660004,99.660004,99.660004,99.660004,000,46.290543
2004-04-12,101.080002,101.080002,101.080002,101.080002,000,46.95011
2004-04-08,100.419998,100.419998,100.419998,100.419998,000,46.643549
2004-04-07,100.419998,100.419998,100.419998,100.419998,000,46.643549
2004-04-06,101.040001,101.040001,101.040001,101.040001,000,46.931531
2004-04-05,101.330002,101.330002,101.330002,101.330002,000,47.066232
2004-04-02,100.510002,100.510002,100.510002,100.510002,000,46.685354
2004-04-01,99.669998,99.669998,99.669998,99.669998,000,46.295185
2004-03-31,99.129997,99.129997,99.129997,99.129997,000,46.044363
2004-03-30,99.160004,99.160004,99.160004,99.160004,000,46.058301
2004-03-29,98.68,98.68,98.68,98.68,000,45.835347
2004-03-26,97.389999,97.389999,97.389999,97.389999,000,45.236161
2004-03-25,97.440002,97.440002,97.440002,97.440002,000,45.259387
2004-03-24,95.800003,95.800003,95.800003,95.800003,000,44.497632
2004-03-23,96.089996,96.089996,96.089996,96.089996,000,44.632329
2004-03-22,96.279999,96.279999,96.279999,96.279999,000,44.720583
2004-03-19,97.660004,97.660004,97.660004,97.660004,000,45.361574
2004-03-18,98.75,98.75,98.75,98.75,000,45.86786
2004-03-17,98.75,98.75,98.75,98.75,000,45.86786
2004-03-16,97.540001,97.540001,97.540001,97.540001,000,45.305834
2004-03-15,97.010002,97.010002,97.010002,97.010002,000,45.059658
2004-03-12,98.489998,98.489998,98.489998,98.489998,000,45.747093
2004-03-11,97.290001,97.290001,97.290001,97.290001,000,45.189713
2004-03-10,98.690002,98.690002,98.690002,98.690002,000,45.839992
2004-03-09,100.199997,100.199997,100.199997,100.199997,000,46.541362
2004-03-08,100.800003,100.800003,100.800003,100.800003,000,46.820055
2004-03-05,101.650002,101.650002,101.650002,101.650002,000,47.214867
2004-03-04,101.489998,101.489998,101.489998,101.489998,000,47.140547
2004-03-03,101.129997,101.129997,101.129997,101.129997,000,46.973333
2004-03-02,100.839996,100.839996,100.839996,100.839996,000,46.838632
2004-03-01,101.400002,101.400002,101.400002,101.400002,000,47.098745
2004-02-27,100.400002,100.400002,100.400002,100.400002,000,46.634261
2004-02-26,100.510002,100.510002,100.510002,100.510002,000,46.685354
2004-02-25,100.339996,100.339996,100.339996,100.339996,000,46.606389
2004-02-24,99.940002,99.940002,99.940002,99.940002,000,46.420598
2004-02-23,100.110001,100.110001,100.110001,100.110001,000,46.49956
2004-02-20,100.379997,100.379997,100.379997,100.379997,000,46.624969
2004-02-19,100.57,100.57,100.57,100.57,000,46.713222
2004-02-18,101.019997,101.019997,101.019997,101.019997,000,46.922239
2004-02-17,101.550003,101.550003,101.550003,101.550003,000,47.168419
2004-02-13,100.620003,100.620003,100.620003,100.620003,000,46.736448
2004-02-12,101.110001,101.110001,101.110001,101.110001,000,46.964044
2004-02-11,101.620003,101.620003,101.620003,101.620003,000,47.200933
2004-02-10,100.419998,100.419998,100.419998,100.419998,000,46.643549
2004-02-09,99.830002,99.830002,99.830002,99.830002,000,46.369505
2004-02-06,99.989998,99.989998,99.989998,99.989998,000,46.44382
2004-02-05,98.779999,98.779999,98.779999,98.779999,000,45.881794
2004-02-04,98.639999,98.639999,98.639999,98.639999,000,45.816767
2004-02-03,99.440002,99.440002,99.440002,99.440002,000,46.188356
2004-02-02,99.410004,99.410004,99.410004,99.410004,000,46.174422
2004-01-30,98.989998,98.989998,98.989998,98.989998,000,45.979336
2004-01-29,99.25,99.25,99.25,99.25,000,46.100103
2004-01-28,98.699997,98.699997,98.699997,98.699997,000,45.844635
2004-01-27,100.209999,100.209999,100.209999,100.209999,000,46.546008
2004-01-26,101.349998,101.349998,101.349998,101.349998,000,47.07552
2004-01-23,100.160004,100.160004,100.160004,100.160004,000,46.522785
2004-01-22,100.32,100.32,100.32,100.32,000,46.597101
2004-01-21,100.459999,100.459999,100.459999,100.459999,000,46.662129
2004-01-20,99.559998,99.559998,99.559998,99.559998,000,46.244092
2004-01-16,99.589996,99.589996,99.589996,99.589996,000,46.258026
2004-01-15,99.120003,99.120003,99.120003,99.120003,000,46.039721
2004-01-14,99.089996,99.089996,99.089996,99.089996,000,46.025783
2004-01-13,98.449997,98.449997,98.449997,98.449997,000,45.728514
2004-01-12,98.989998,98.989998,98.989998,98.989998,000,45.979336
